ko_id,gene_name,subcategory,evidence_tier,lambda_original,genus,n_genomes_with_ko,genus_genome_total,presence_fraction,y_transformed
K03750,,,,,jabifk01,1,3,0.3333333333333333,0.6154797086703873
K15726,czcA,Resistance/Detoxification,Tier 1,0.6546049730743905,uba5352,1,3,0.3333333333333333,0.6154797086703873
K00240,,,,,clostridium_b,3,24,0.125,0.36136712390670783
K07787,cusA,Resistance/Detoxification,Tier 1,0.7903100387029138,jagodf01,1,2,0.5,0.7853981633974484
K03446,emrB,Resistance/Detoxification,Tier 2,0.6930795793230609,lonepinella,1,3,0.3333333333333333,0.6154797086703873
K02483,,,,,bog-473,2,2,0.9999,1.5607961601207307
K00245,,,,,persephonella,2,4,0.5,0.7853981633974484
K02009,cbiN,Transport/Homeostasis,Tier 2,0.5686107849885613,surf-12,1,2,0.5,0.7853981633974484
K02015,,,,,brh-c54,3,6,0.5,0.7853981633974484
K09818,,,,,heyndrickxia,1,11,0.09090909090909091,0.30627736916966947
K08365,,,,,uba1147,1,3,0.3333333333333333,0.6154797086703873
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,gca-002840015,1,2,0.5,0.7853981633974484
K09816,,,,,rhabdochlamydia,1,1,0.9999,1.5607961601207307
K19973,,,,,jadkkf01,1,2,0.5,0.7853981633974484
K07798,,,,,thiodictyon,2,5,0.4,0.684719203002283
K15726,czcA,Resistance/Detoxification,Tier 1,0.6546049730743905,thiohalocapsa,2,5,0.4,0.684719203002283
K19591,,,,,uba7930,1,2,0.5,0.7853981633974484
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,uba11795,1,4,0.25,0.5235987755982989
K11710,,,,,sxtu01,2,10,0.2,0.4636476090008061
K02068,,,,,hkb214,1,2,0.5,0.7853981633974484
K15726,czcA,Resistance/Detoxification,Tier 1,0.6546049730743905,pmp191f,2,2,0.9999,1.5607961601207307
K03795,,,,,acidulodesulfobacterium,4,9,0.4444444444444444,0.7297276562269663
K02075,,,,,gwc1-37-12b,1,1,0.9999,1.5607961601207307
K02230,cobN,Transport/Homeostasis,Tier 2,0.8493536953288198,parasedimentitalea,2,4,0.5,0.7853981633974484
K02010,,,,,gca-002712045,4,4,0.9999,1.5607961601207307
K03750,,,,,jajxwb01,2,4,0.5,0.7853981633974484
K09820,,,,,actinosynnema,6,10,0.6,0.8860771237926137
K02006,,,,,jabwcq01,2,3,0.6666666666666666,0.9553166181245093
K01534,,,,,gwf2-38-85,1,1,0.9999,1.5607961601207307
K02009,cbiN,Transport/Homeostasis,Tier 2,0.5686107849885613,cg2-30-51-40,2,3,0.6666666666666666,0.9553166181245093
K09819,,,,,synechococcus,4,4,0.9999,1.5607961601207307
K02190,cbiK,Transport/Homeostasis,Tier 2,0.7861808686665489,rug11894,3,10,0.3,0.5796397403637042
K02015,,,,,massilibacteroides,2,2,0.9999,1.5607961601207307
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,pelotomaculum_d,2,3,0.6666666666666666,0.9553166181245093
K02077,,,,,thalassobius,3,8,0.375,0.659058035826409
K02013,,,,,dtfz01,1,2,0.5,0.7853981633974484
K09816,,,,,szua-259,1,2,0.5,0.7853981633974484
K02016,,,,,sulfuricurvum,5,14,0.35714285714285715,0.6405223126794245
K09816,,,,,dp-1,3,6,0.5,0.7853981633974484
K02015,,,,,dendrosporobacter,2,2,0.9999,1.5607961601207307
K07644,cusS,Sensing/Regulation,Tier 1,0.5829791855461725,mb11c04,1,12,0.08333333333333333,0.2928427717285755
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,caiyid01,1,2,0.5,0.7853981633974484
K03750,,,,,rhizobium_b,1,2,0.5,0.7853981633974484
K02068,,,,,jamcqb01,1,2,0.5,0.7853981633974484
K02012,afuA,Transport/Homeostasis,Tier 1,0.5256319286864727,uba970,2,2,0.9999,1.5607961601207307
K00240,,,,,cg1-02-43-26,1,2,0.5,0.7853981633974484
K02016,,,,,dehalobacter,8,8,0.9999,1.5607961601207307
K02075,,,,,luminiphilus,2,30,0.06666666666666667,0.2611574109030243
K02008,,,,,iocasia,1,3,0.3333333333333333,0.6154797086703873
K02010,,,,,jaipgg01,1,2,0.5,0.7853981633974484
K01534,,,,,onthovicinus,2,2,0.9999,1.5607961601207307
K09820,,,,,zhenpiania,1,7,0.14285714285714285,0.3875966866551806
K10834,,,,,caituv01,1,1,0.9999,1.5607961601207307
K11709,troD,Transport/Homeostasis,Tier 1,0.2209258229638139,pirellula,1,2,0.5,0.7853981633974484
K02077,,,,,uba6926,1,2,0.5,0.7853981633974484
K00240,,,,,uba2357,1,3,0.3333333333333333,0.6154797086703873
K11708,troC,Transport/Homeostasis,Tier 1,0.1610462487044206,ompr01,1,3,0.3333333333333333,0.6154797086703873
K02008,,,,,uba964,1,13,0.07692307692307693,0.2810349015028136
K02483,,,,,maav01,1,1,0.9999,1.5607961601207307
K02008,,,,,enterococcus_e,1,11,0.09090909090909091,0.30627736916966947
K16783,,,,,umgs1810,1,1,0.9999,1.5607961601207307
K11605,sitC,Transport/Homeostasis,Tier 1,0.1810812746006144,terrimicrobium,1,2,0.5,0.7853981633974484
K16784,,,,,streptomonospora,1,3,0.3333333333333333,0.6154797086703873
K03750,,,,,dtrs01,2,2,0.9999,1.5607961601207307
K07644,cusS,Sensing/Regulation,Tier 1,0.5829791855461725,endobacterium,1,2,0.5,0.7853981633974484
K02016,,,,,oceanibaculum,5,6,0.8333333333333334,1.1502619915109316
K03523,bioY,Transport/Homeostasis,Tier 2,0.3913104502221118,acidimangrovimonas,1,2,0.5,0.7853981633974484
K09817,,,,,jafank01,1,4,0.25,0.5235987755982989
K11709,troD,Transport/Homeostasis,Tier 1,0.2209258229638139,aquaticitalea,1,2,0.5,0.7853981633974484
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,uba12028,1,1,0.9999,1.5607961601207307
K02074,,,,,microthrix,2,11,0.18181818181818182,0.4405106630046985
K09816,,,,,congzhengia,1,3,0.3333333333333333,0.6154797086703873
K11601,mntC,Transport/Homeostasis,Tier 2,0.0001059596688143,uba2588,1,4,0.25,0.5235987755982989
K02013,,,,,jaayby01,1,2,0.5,0.7853981633974484
K15727,,,,,uba2156,1,3,0.3333333333333333,0.6154797086703873
K09815,,,,,meinhardsimonia,1,2,0.5,0.7853981633974484
K03831,,,,,skon01,1,2,0.5,0.7853981633974484
K03523,bioY,Transport/Homeostasis,Tier 2,0.3913104502221118,cfx15,1,2,0.5,0.7853981633974484
K05895,,,,,uba4716,1,6,0.16666666666666666,0.4205343352839651
K02068,,,,,oleidesulfovibrio,1,2,0.5,0.7853981633974484
K00245,,,,,2-02-full-66-22,1,9,0.1111111111111111,0.3398369094541219
K07798,,,,,rh-al1,1,3,0.3333333333333333,0.6154797086703873
K15727,,,,,sporosarcina,2,35,0.05714285714285714,0.24138296166286702
K02007,cbiM,Transport/Homeostasis,Tier 2,0.5554474595698389,caldanaerobacter,3,3,0.9999,1.5607961601207307
K19591,,,,,sctd01,1,2,0.5,0.7853981633974484
K09883,cobT,Transport/Homeostasis,Tier 2,0.846628805205085,sedimentimonas,1,2,0.5,0.7853981633974484
K02483,,,,,aquiluna,7,9,0.7777777777777778,1.0799136485055854
K16264,,,,,enterococcus_h,1,2,0.5,0.7853981633974484
K09820,,,,,bhargavaea,1,4,0.25,0.5235987755982989
K00245,,,,,gwa2-38-11,1,1,0.9999,1.5607961601207307
K00245,,,,,chimaeribacter,2,6,0.3333333333333333,0.6154797086703873
K07665,cusR,Resistance/Detoxification,Tier 1,0.4088795708368367,arsukibacterium,2,5,0.4,0.684719203002283
K16783,,,,,ochrobactrum_a,4,38,0.10526315789473684,0.3304226479114834
K00240,,,,,jaabrc01,1,3,0.3333333333333333,0.6154797086703873
K02013,,,,,uba11791,4,4,0.9999,1.5607961601207307
K08970,,,,,lonsdalea,4,19,0.21052631578947367,0.47667961158977024
K02484,,,,,jafamb01,1,4,0.25,0.5235987755982989
K09818,,,,,enterosoma,2,17,0.11764705882352941,0.3501057777671456
K02013,,,,,jaipfs01,2,2,0.9999,1.5607961601207307
K09817,,,,,rug14871,1,1,0.9999,1.5607961601207307
K11607,,,,,mycetocola,2,5,0.4,0.684719203002283
K19591,,,,,uba2031,1,5,0.2,0.4636476090008061
K00240,,,,,jabdee01,1,1,0.9999,1.5607961601207307
K08941,,,,,uba1067,3,14,0.21428571428571427,0.4812753739423435
K07798,,,,,enterobacter_b,1,2,0.5,0.7853981633974484
K19976,mntB,Transport/Homeostasis,Tier 2,0.3065316853443602,jaaeth01,1,2,0.5,0.7853981633974484
K16784,,,,,vyfg01,1,5,0.2,0.4636476090008061
K00240,,,,,gca-2698995,1,2,0.5,0.7853981633974484
K02074,,,,,paenibacillus_h,2,9,0.2222222222222222,0.49088267828931137
K05895,,,,,jadgbg01,1,1,0.9999,1.5607961601207307
K02006,,,,,paramuribaculum,1,31,0.03225806451612903,0.18058521419069812
K03523,bioY,Transport/Homeostasis,Tier 2,0.3913104502221118,uba12059,2,5,0.4,0.684719203002283
K03795,,,,,lamprocystis,2,5,0.4,0.684719203002283
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,jadfxk01,1,2,0.5,0.7853981633974484
K09882,,,,,marortus,1,6,0.16666666666666666,0.4205343352839651
K02484,,,,,cognatishimia,1,2,0.5,0.7853981633974484
K02013,,,,,jabgqs01,2,2,0.9999,1.5607961601207307
K11602,mntB,Transport/Homeostasis,Tier 2,0.0001059596688143,uba2991,4,10,0.4,0.684719203002283
K03750,,,,,uba5704,1,2,0.5,0.7853981633974484
K02484,,,,,jamlhw01,3,3,0.9999,1.5607961601207307
K02075,,,,,coprobacter,4,7,0.5714285714285714,0.8570719478501309
K09815,,,,,echinicola,3,4,0.75,1.0471975511965976
K02016,,,,,b47-g16,2,2,0.9999,1.5607961601207307
K02068,,,,,2-02-full-66-22,2,9,0.2222222222222222,0.49088267828931137
K15725,,,,,desulfuromonas,1,5,0.2,0.4636476090008061
K15726,czcA,Resistance/Detoxification,Tier 1,0.6546049730743905,albitalea,2,4,0.5,0.7853981633974484
K11602,mntB,Transport/Homeostasis,Tier 2,0.0001059596688143,spirillospora,2,39,0.05128205128205128,0.22843700176633056
K10834,,,,,jajxwb01,1,4,0.25,0.5235987755982989
K02075,,,,,thioalkalivibrio_b,1,6,0.16666666666666666,0.4205343352839651
K09882,,,,,slad01,1,4,0.25,0.5235987755982989
K08365,,,,,duodenibacillus,1,27,0.037037037037037035,0.19365830044432666
K09817,,,,,stagnihabitans,2,4,0.5,0.7853981633974484
K02068,,,,,t1sed10-26,2,3,0.6666666666666666,0.9553166181245093
K07787,cusA,Resistance/Detoxification,Tier 1,0.7903100387029138,skzt01,1,5,0.2,0.4636476090008061
K09883,cobT,Transport/Homeostasis,Tier 2,0.846628805205085,caizdl01,2,5,0.4,0.684719203002283
K03673,dsbA,Unknown,Tier 2,0.6413594922712997,chiayiivirga,1,2,0.5,0.7853981633974484
K16783,,,,,uba7185,4,15,0.26666666666666666,0.5426391022496527
K09815,,,,,sljk01,1,3,0.3333333333333333,0.6154797086703873
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,62-47,1,2,0.5,0.7853981633974484
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,uba4181,2,2,0.9999,1.5607961601207307
K02484,,,,,competibacter_a,4,12,0.3333333333333333,0.6154797086703873
K11708,troC,Transport/Homeostasis,Tier 1,0.1610462487044206,limousia,2,4,0.5,0.7853981633974484
K02016,,,,,xanthomonas_b,1,2,0.5,0.7853981633974484
K02077,,,,,pirellula_b,2,8,0.25,0.5235987755982989
K09817,,,,,med-g116,1,2,0.5,0.7853981633974484
K02190,cbiK,Transport/Homeostasis,Tier 2,0.7861808686665489,raap-1,4,8,0.5,0.7853981633974484
K02016,,,,,jackjp01,2,2,0.9999,1.5607961601207307
K02075,,,,,caikaw01,2,3,0.6666666666666666,0.9553166181245093
K02483,,,,,calidifontimicrobium,3,3,0.9999,1.5607961601207307
K02068,,,,,acidipila,1,5,0.2,0.4636476090008061
K11709,troD,Transport/Homeostasis,Tier 1,0.2209258229638139,gallacutalibacter,1,4,0.25,0.5235987755982989
K00240,,,,,bms3abin14,2,3,0.6666666666666666,0.9553166181245093
K02007,cbiM,Transport/Homeostasis,Tier 2,0.5554474595698389,desulfomarina,2,5,0.4,0.684719203002283
K11607,,,,,jackcb01,1,2,0.5,0.7853981633974484
K02015,,,,,jajzir01,1,2,0.5,0.7853981633974484
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,uba9673,4,4,0.9999,1.5607961601207307
K02016,,,,,uba1267,4,5,0.8,1.1071487177940904
K09817,,,,,jadjpg01,1,2,0.5,0.7853981633974484
K02015,,,,,gca-2770975,1,2,0.5,0.7853981633974484
K09815,,,,,gca-001735895,2,3,0.6666666666666666,0.9553166181245093
K10834,,,,,uba6776,1,3,0.3333333333333333,0.6154797086703873
K09815,,,,,jaeelc01,1,1,0.9999,1.5607961601207307
K02008,,,,,propionispora,1,3,0.3333333333333333,0.6154797086703873
K10094,,,,,methyloversatilis,2,20,0.1,0.3217505543966422
K11709,troD,Transport/Homeostasis,Tier 1,0.2209258229638139,sxik01,1,2,0.5,0.7853981633974484
K09817,,,,,uba2991,2,10,0.2,0.4636476090008061
K15727,,,,,aneurinibacillus,1,16,0.0625,0.25268025514207865
K02013,,,,,surf-33,1,2,0.5,0.7853981633974484
K15726,czcA,Resistance/Detoxification,Tier 1,0.6546049730743905,dt-91,1,2,0.5,0.7853981633974484
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,ch115,1,1,0.9999,1.5607961601207307
K09817,,,,,scatovivens,1,5,0.2,0.4636476090008061
K09817,,,,,rhodosalinus,1,2,0.5,0.7853981633974484
K02484,,,,,desulfurispirillum,2,2,0.9999,1.5607961601207307
K02075,,,,,desulfococcus,1,3,0.3333333333333333,0.6154797086703873
K03750,,,,,uba10170,1,2,0.5,0.7853981633974484
K02010,,,,,ferdinandcohnia,2,2,0.9999,1.5607961601207307
K03750,,,,,djva01,1,2,0.5,0.7853981633974484
K02015,,,,,uba6016,3,4,0.75,1.0471975511965976
K00240,,,,,gwa2-49-15,1,2,0.5,0.7853981633974484
K11604,sitA,Transport/Homeostasis,Tier 1,0.3168208363272951,alcaligenes,1,28,0.03571428571428571,0.19012560334646675
K09820,,,,,slsl01,1,4,0.25,0.5235987755982989
K03635,MOCS2B,Cofactor Biosynthesis,Tier 2,0.5305892439358237,uba1660,1,2,0.5,0.7853981633974484
K09883,cobT,Transport/Homeostasis,Tier 2,0.846628805205085,uba10347,1,2,0.5,0.7853981633974484
K09816,,,,,uba3470,2,5,0.4,0.684719203002283
K02484,,,,,uba964,5,13,0.38461538461538464,0.6689640742684072
K19973,,,,,sphingobacterium,2,100,0.02,0.1418970546041639
K03981,,,,,scmt01,2,4,0.5,0.7853981633974484
K09815,,,,,ho2-45-13,1,1,0.9999,1.5607961601207307
K02013,,,,,caadgu01,2,2,0.9999,1.5607961601207307
K09820,,,,,brenneria,5,19,0.2631578947368421,0.5386634660807871
K16264,,,,,jahjtx01,1,3,0.3333333333333333,0.6154797086703873
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,fen-1301,1,2,0.5,0.7853981633974484
K19591,,,,,wfva01,1,3,0.3333333333333333,0.6154797086703873
K08225,entS,Transport/Homeostasis,Tier 2,0.4171390725213793,olb15,1,5,0.2,0.4636476090008061
K00240,,,,,jamdcx01,3,8,0.375,0.659058035826409
K05895,,,,,defluviitalea_a,1,3,0.3333333333333333,0.6154797086703873
K07798,,,,,sphingomonas_e,2,3,0.6666666666666666,0.9553166181245093
K11707,troA,Transport/Homeostasis,Tier 1,0.1427548455398582,palsa-1447,2,13,0.15384615384615385,0.4030570744661132
K03981,,,,,amycolatopsis,5,74,0.06756756756756757,0.2629576042693515
K02230,cobN,Transport/Homeostasis,Tier 2,0.8493536953288198,b68-g9,3,3,0.9999,1.5607961601207307
K02075,,,,,zeimonas,3,11,0.2727272727272727,0.5494672447576274
K02007,cbiM,Transport/Homeostasis,Tier 2,0.5554474595698389,mwdt01,2,3,0.6666666666666666,0.9553166181245093
K16783,,,,,brooklawnia,2,8,0.25,0.5235987755982989
K03523,bioY,Transport/Homeostasis,Tier 2,0.3913104502221118,gwf2-39-127,1,2,0.5,0.7853981633974484
K07798,,,,,dokdonella_a,2,10,0.2,0.4636476090008061
K15726,czcA,Resistance/Detoxification,Tier 1,0.6546049730743905,jaibjl01,1,2,0.5,0.7853981633974484
K01534,,,,,pwlr01,1,2,0.5,0.7853981633974484
K09820,,,,,haloferula,1,1,0.9999,1.5607961601207307
K03981,,,,,caipbj01,1,1,0.9999,1.5607961601207307
K11603,,,,,auritidibacter,2,4,0.5,0.7853981633974484
K02483,,,,,acetivibrio,1,2,0.5,0.7853981633974484
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,extensimonas,3,6,0.5,0.7853981633974484
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,caciam-69d,1,2,0.5,0.7853981633974484
K02190,cbiK,Transport/Homeostasis,Tier 2,0.7861808686665489,an181,1,2,0.5,0.7853981633974484
K02016,,,,,riemerella,5,5,0.9999,1.5607961601207307
K03635,MOCS2B,Cofactor Biosynthesis,Tier 2,0.5305892439358237,imperialibacter,1,3,0.3333333333333333,0.6154797086703873
K09817,,,,,b68-g16,1,2,0.5,0.7853981633974484
K02008,,,,,b60-g16,1,3,0.3333333333333333,0.6154797086703873
K02077,,,,,cf-72,2,6,0.3333333333333333,0.6154797086703873
K02230,cobN,Transport/Homeostasis,Tier 2,0.8493536953288198,b68-g16,2,2,0.9999,1.5607961601207307
K07665,cusR,Resistance/Detoxification,Tier 1,0.4088795708368367,syfn01,1,11,0.09090909090909091,0.30627736916966947
K02006,,,,,zavarzinia,1,2,0.5,0.7853981633974484
K02007,cbiM,Transport/Homeostasis,Tier 2,0.5554474595698389,jacqyg01,2,4,0.5,0.7853981633974484
K07798,,,,,extensimonas,1,6,0.16666666666666666,0.4205343352839651
K02015,,,,,rug191,1,7,0.14285714285714285,0.3875966866551806
K03831,,,,,lautropia,3,12,0.25,0.5235987755982989
K05895,,,,,pelotomaculum_c,1,3,0.3333333333333333,0.6154797086703873
K02016,,,,,uba2913,1,2,0.5,0.7853981633974484
K15726,czcA,Resistance/Detoxification,Tier 1,0.6546049730743905,b1,4,4,0.9999,1.5607961601207307
K15725,,,,,cainfc01,1,3,0.3333333333333333,0.6154797086703873
K05895,,,,,saccharopolyspora_d,1,5,0.2,0.4636476090008061
K03523,bioY,Transport/Homeostasis,Tier 2,0.3913104502221118,yuhushiella,1,2,0.5,0.7853981633974484
K09819,,,,,trichocoleus,1,3,0.3333333333333333,0.6154797086703873
K09816,,,,,palsa-1382,1,2,0.5,0.7853981633974484
K03795,,,,,jacotz01,2,2,0.9999,1.5607961601207307
K02074,,,,,nostoc_b,2,5,0.4,0.684719203002283
K00240,,,,,uba9042,1,2,0.5,0.7853981633974484
K02016,,,,,aquicoccus,2,2,0.9999,1.5607961601207307
K15727,,,,,sarcina,1,16,0.0625,0.25268025514207865
K00380,,,,,ensifer,3,62,0.04838709677419355,0.22178440655788675
K02009,cbiN,Transport/Homeostasis,Tier 2,0.5686107849885613,asanoa,2,4,0.5,0.7853981633974484
K02006,,,,,actinobacillus_b,1,4,0.25,0.5235987755982989
K02012,afuA,Transport/Homeostasis,Tier 1,0.5256319286864727,halolactibacillus,2,6,0.3333333333333333,0.6154797086703873
K03750,,,,,bms3abin08,1,3,0.3333333333333333,0.6154797086703873
K09816,,,,,jdfr-54,1,2,0.5,0.7853981633974484
K02012,afuA,Transport/Homeostasis,Tier 1,0.5256319286864727,fen-1308,1,8,0.125,0.36136712390670783
K02016,,,,,uba1573,1,7,0.14285714285714285,0.3875966866551806
K03523,bioY,Transport/Homeostasis,Tier 2,0.3913104502221118,clostridium_i,1,4,0.25,0.5235987755982989
K10834,,,,,slqv01,2,3,0.6666666666666666,0.9553166181245093
K15727,,,,,hydromicrobium,1,3,0.3333333333333333,0.6154797086703873
K16264,,,,,faecalibacterium,1,97,0.010309278350515464,0.10170988896067346
K03446,emrB,Resistance/Detoxification,Tier 2,0.6930795793230609,40cm-4-69-5,1,2,0.5,0.7853981633974484
K02013,,,,,hydrogenoanaerobacterium,1,1,0.9999,1.5607961601207307
K02075,,,,,hdb-sioi813,1,4,0.25,0.5235987755982989
K03795,,,,,phascolarctobacterium_a,1,58,0.017241379310344827,0.13168670805841617
K02006,,,,,tcs55,1,14,0.07142857142857142,0.2705497629785729
K02010,,,,,uba1268,2,6,0.3333333333333333,0.6154797086703873
K03750,,,,,caminibacter,2,2,0.9999,1.5607961601207307
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,gwc1-40-9,1,1,0.9999,1.5607961601207307
K02074,,,,,paenibacillus_z,6,8,0.75,1.0471975511965976
K02483,,,,,dvef01,1,1,0.9999,1.5607961601207307
K02074,,,,,uba3402,1,13,0.07692307692307693,0.2810349015028136
K03523,bioY,Transport/Homeostasis,Tier 2,0.3913104502221118,marinealpha5-bin12,1,2,0.5,0.7853981633974484
K11707,troA,Transport/Homeostasis,Tier 1,0.1427548455398582,thiothrix,1,5,0.2,0.4636476090008061
K02015,,,,,jagzeg01,2,2,0.9999,1.5607961601207307
K03750,,,,,colwellia_a,3,8,0.375,0.659058035826409
K13638,zntR,Sensing/Regulation,Tier 2,0.9113917988122212,luoshenia,1,3,0.3333333333333333,0.6154797086703873
K03831,,,,,caikvz01,4,16,0.25,0.5235987755982989
K02013,,,,,m2005,1,2,0.5,0.7853981633974484
K16264,,,,,faecaligallichristensenella,1,3,0.3333333333333333,0.6154797086703873
K19591,,,,,rhodoferax_a,2,3,0.6666666666666666,0.9553166181245093
K09816,,,,,sxrm01,1,7,0.14285714285714285,0.3875966866551806
K02074,,,,,bog-515,1,4,0.25,0.5235987755982989
K07644,cusS,Sensing/Regulation,Tier 1,0.5829791855461725,gwc1-42-9,1,2,0.5,0.7853981633974484
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,carbobacillus,1,2,0.5,0.7853981633974484
K09820,,,,,uba1062,1,5,0.2,0.4636476090008061
K07787,cusA,Resistance/Detoxification,Tier 1,0.7903100387029138,2-02-full-50-16-a,1,3,0.3333333333333333,0.6154797086703873
K09815,,,,,caiytf01,1,4,0.25,0.5235987755982989
K11710,,,,,bacillus_bm,2,4,0.5,0.7853981633974484
K16784,,,,,caksft01,2,3,0.6666666666666666,0.9553166181245093
K03795,,,,,uba1014,1,16,0.0625,0.25268025514207865
K09815,,,,,uba5976,1,7,0.14285714285714285,0.3875966866551806
K15726,czcA,Resistance/Detoxification,Tier 1,0.6546049730743905,maav01,1,1,0.9999,1.5607961601207307
K09819,,,,,caitlu01,1,3,0.3333333333333333,0.6154797086703873
K16915,,,,,rhabdonatronobacter,1,7,0.14285714285714285,0.3875966866551806
K05895,,,,,bin65,3,7,0.42857142857142855,0.7137243789447656
K11605,sitC,Transport/Homeostasis,Tier 1,0.1810812746006144,cp2-2f,1,2,0.5,0.7853981633974484
K11605,sitC,Transport/Homeostasis,Tier 1,0.1810812746006144,serratia_b,2,10,0.2,0.4636476090008061
K02012,afuA,Transport/Homeostasis,Tier 1,0.5256319286864727,beggiatoa,1,2,0.5,0.7853981633974484
K02013,,,,,s143-107,2,3,0.6666666666666666,0.9553166181245093
K03750,,,,,wlnw01,1,3,0.3333333333333333,0.6154797086703873
K11606,sitD,Transport/Homeostasis,Tier 1,0.3064857252891996,oceanimonas,3,6,0.5,0.7853981633974484
K00380,,,,,jackpn01,1,2,0.5,0.7853981633974484
K03446,emrB,Resistance/Detoxification,Tier 2,0.6930795793230609,thiobacillus,1,34,0.029411764705882353,0.172350589899323
K11605,sitC,Transport/Homeostasis,Tier 1,0.1810812746006144,serratia_a,2,12,0.16666666666666666,0.4205343352839651
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,cfx2,4,6,0.6666666666666666,0.9553166181245093
K09816,,,,,gca-002841655,2,3,0.6666666666666666,0.9553166181245093
K00380,,,,,caivvg01,1,2,0.5,0.7853981633974484
K09816,,,,,uba6729,1,1,0.9999,1.5607961601207307
K02068,,,,,jabgpl01,1,3,0.3333333333333333,0.6154797086703873
K15727,,,,,uba1603,1,2,0.5,0.7853981633974484
K03673,dsbA,Unknown,Tier 2,0.6413594922712997,aquirickettsiella,3,4,0.75,1.0471975511965976
K03523,bioY,Transport/Homeostasis,Tier 2,0.3913104502221118,owenweeksia,1,5,0.2,0.4636476090008061
K11601,mntC,Transport/Homeostasis,Tier 2,0.0001059596688143,herbiconiux,1,6,0.16666666666666666,0.4205343352839651
K07798,,,,,romboutsia,1,17,0.058823529411764705,0.24497866312686414
K00240,,,,,jafebo01,2,2,0.9999,1.5607961601207307
K02077,,,,,uba1062,1,5,0.2,0.4636476090008061
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,jackob01,1,2,0.5,0.7853981633974484
K02010,,,,,litorivivens,1,3,0.3333333333333333,0.6154797086703873
K11707,troA,Transport/Homeostasis,Tier 1,0.1427548455398582,uba6013,1,1,0.9999,1.5607961601207307
K09815,,,,,uba3569,1,2,0.5,0.7853981633974484
